movie,title,genres
1011,And the Band Played On (1993),Drama
374,"'burbs, The (1989)",Comedy
1712,Fandango (1985),Comedy
2680,"Night Porter, The (Il Portiere di notte) (1974)",Drama
2847,Mephisto (1981),Drama|War
547,Blue Velvet (1986),Drama|Mystery
1211,"Journey of Natty Gann, The (1985)",Adventure|Children's
376,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical
1515,Kidnapped (1960),Children's|Drama
383,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance
138,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
706,"Mighty Ducks, The (1992)",Children's|Comedy
707,"Muppet Christmas Carol, The (1992)",Children's|Musical
1716,Newsies (1992),Children's|Musical
708,101 Dalmatians (1961),Animation|Children's
1979,One Magic Christmas (1985),Drama|Fantasy
387,Peter Pan (1953),Animation|Children's|Fantasy|Musical
1084,Popeye (1980),Adventure|Comedy|Musical
709,"Rescuers Down Under, The (1990)",Animation|Children's
397,"Rescuers, The (1977)",Animation|Children's
1329,Return from Witch Mountain (1978),Children's|Sci-Fi
2965,"Return of Jafar, The (1993)",Animation|Children's|Musical
401,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi
403,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2524,"Shaggy D.A., The (1976)",Children's|Comedy
405,Sleeping Beauty (1959),Animation|Children's|Musical
1805,Something Wicked This Way Comes (1983),Children's|Horror
1780,Son of Flubber (1963),Children's|Comedy
1791,Song of the South (1946),Adventure|Animation|Children's|Musical
521,Splash (1984),Comedy|Fantasy|Romance
3200,Squanto: A Warrior's Tale (1994),Adventure|Drama
2200,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
2326,Tall Tale (1994),Adventure|Children's
2979,Tex (1982),Drama
525,Tron (1982),Action|Adventure|Fantasy|Sci-Fi
1443,Swing Kids (1993),Drama|War
1269,Halloween: H20 (1998),Horror|Thriller
527,L.A. Story (1991),Comedy|Romance
529,"Jerk, The (1979)",Comedy
1972,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
535,"Man with Two Brains, The (1983)",Comedy
1448,Grand Canyon (1991),Crime|Drama
3018,Graveyard Shift (1990),Horror|Thriller
1450,"Outsiders, The (1983)",Drama
135,Indiana Jones and the Temple of Doom (1984),Action|Adventure
688,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi
689,Nineteen Eighty-Four (1984),Drama|Sci-Fi
1045,"Dead Zone, The (1983)",Horror|Thriller
2502,Maximum Overdrive (1986),Horror
2473,Needful Things (1993),Drama|Horror
2475,Cujo (1983),Horror|Thriller
1802,Children of the Corn (1984),Horror|Thriller
1610,All Dogs Go to Heaven (1989),Animation|Children's
1464,"Addams Family, The (1991)",Comedy
342,Ever After: A Cinderella Story (1998),Drama|Romance
1298,Snake Eyes (1998),Action|Crime|Mystery|Thriller
3431,"First Love, Last Rites (1997)",Drama|Romance
2693,Safe Men (1998),Comedy
2359,"Saltmen of Tibet, The (1997)",Documentary
1509,Atlantic City (1980),Crime|Drama|Romance
2775,Autumn Sonata (Höstsonaten ) (1978),Drama
856,Who's Afraid of Virginia Woolf? (1966),Drama
357,Adventures in Babysitting (1987),Adventure|Comedy
1194,Weird Science (1985),Comedy
358,Doctor Dolittle (1967),Adventure|Musical
360,"Nutty Professor, The (1963)",Comedy
361,Charlotte's Web (1973),Animation|Children's
791,Watership Down (1978),Animation|Children's|Drama|Fantasy
697,"Secret of NIMH, The (1982)",Animation|Children's
373,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi
701,"American Tail, An (1986)",Animation|Children's|Comedy
1977,"American Tail: Fievel Goes West, An (1991)",Animation|Children's|Comedy
702,Legend (1985),Adventure|Fantasy|Romance
858,Sixteen Candles (1984),Comedy
859,Pretty in Pink (1986),Comedy|Drama|Romance
893,St. Elmo's Fire (1985),Drama|Romance
1978,"Clan of the Cave Bear, The (1986)",Drama
830,House (1986),Comedy|Horror
1803,House II: The Second Story (1987),Comedy|Horror
1452,"Gods Must Be Crazy, The (1980)",Comedy
2376,"Gods Must Be Crazy II, The (1989)",Comedy
1616,Air Bud: Golden Receiver (1998),Children's|Comedy
1762,"Avengers, The (1998)",Action|Adventure
1323,How Stella Got Her Groove Back (1998),Drama|Romance
1129,"Slums of Beverly Hills, The (1998)",Comedy
3353,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama
2674,"Chambermaid on the Titanic, The (1998)",Romance
2795,"Henry: Portrait of a Serial Killer, Part 2 (1996)",Crime|Horror
1015,Henry: Portrait of a Serial Killer (1990),Crime|Horror
835,Rosemary's Baby (1968),Horror|Thriller
395,"NeverEnding Story, The (1984)",Adventure|Children's|Fantasy
1618,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy
2482,Attack of the Killer Tomatoes! (1980),Comedy|Horror
2856,Surf Nazis Must Die (1987),Drama
1330,Your Friends and Neighbors (1998),Drama
331,Return to Paradise (1998),Drama|Romance
120,Blade (1998),Action|Adventure|Horror
2208,Dance with Me (1998),Drama|Romance
2627,Dead Man on Campus (1998),Comedy
1598,Wrongfully Accused (1998),Action|Comedy
1093,"Next Stop, Wonderland (1998)",Comedy|Drama|Romance
3515,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy
645,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
415,Beetlejuice (1988),Comedy|Fantasy
2574,Déjà Vu (1997),Drama|Romance
1469,Rope (1948),Thriller
2817,Family Plot (1976),Comedy|Thriller
1021,Frenzy (1972),Thriller
2818,Topaz (1969),Thriller
2139,Torn Curtain (1966),Thriller
1930,Marnie (1964),Thriller
2555,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
1022,"Man Who Knew Too Much, The (1956)",Thriller
1470,"Trouble with Harry, The (1955)",Mystery|Thriller
2931,I Confess (1953),Thriller
941,Strangers on a Train (1951),Film-Noir|Thriller
2932,Stage Fright (1950),Mystery|Thriller
1797,54 (1998),Drama
803,I Married A Strange Person (1997),Animation
1702,Why Do Fools Fall In Love? (1998),Drama
3468,"Merry War, A (1997)",Comedy
3061,See the Sea (Regarde la mer) (1997),Drama
444,Willow (1988),Action|Adventure|Fantasy
48,"Untouchables, The (1987)",Action|Crime|Drama
808,Dirty Work (1998),Comedy
2974,Knock Off (1998),Action
3244,Firelight (1997),Drama
3532,Modulations (1998),Documentary
2724,"Paradine Case, The (1947)",Drama
1182,Lifeboat (1944),Drama|Thriller|War
1725,Shadow of a Doubt (1943),Film-Noir|Thriller
1727,Saboteur (1942),Thriller
2940,Mr. & Mrs. Smith (1941),Comedy
1003,Suspicion (1941),Mystery|Thriller
3330,Jamaica Inn (1939),Drama
975,"Lady Vanishes, The (1938)",Comedy|Mystery|Romance|Thriller
3115,Young and Innocent (1937),Crime|Thriller
1774,Sabotage (1936),Thriller
2810,Secret Agent (1936),Thriller
1512,"Man Who Knew Too Much, The (1934)",Thriller
2942,Rich and Strange (1932),Comedy|Romance
2554,Murder! (1930),Mystery|Thriller
3152,Blackmail (1929),Thriller
3423,"Farmer's Wife, The (1928)",Comedy
2811,"Lodger, The (1926)",Thriller
1782,Rounders (1998),Crime|Drama
1328,Cube (1997),Sci-Fi|Thriller
57,Simon Birch (1998),Drama
3054,Without Limits (1998),Drama
1088,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
1089,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2036,My Bodyguard (1980),Drama
2377,Class (1983),Comedy
3193,"Grandview, U.S.A. (1984)",Drama
864,Broadcast News (1987),Comedy|Drama|Romance
2981,"Allnighter, The (1987)",Comedy|Romance
865,Working Girl (1988),Comedy|Drama
3519,Stars and Bars (1988),Comedy
2073,Married to the Mob (1988),Comedy
718,Say Anything... (1989),Comedy|Drama|Romance
799,My Blue Heaven (1990),Comedy
1135,Men Don't Leave (1990),Drama
2955,"Cabinet of Dr. Ramirez, The (1991)",Comedy
431,Hero (1992),Comedy|Drama
882,Toys (1992),Action|Comedy|Fantasy
2379,Young Doctors in Love (1982),Comedy
2812,Parasite (1982),Horror|Sci-Fi
3225,No Small Affair (1984),Comedy|Romance
3526,Master Ninja I (1984),Action
2012,Blame It on Rio (1984),Comedy|Romance
3049,Wisdom (1986),Action|Crime
1054,One Crazy Summer (1986),Comedy
905,About Last Night... (1986),Comedy|Drama|Romance
2276,"Seventh Sign, The (1988)",Thriller
2277,We're No Angels (1989),Drama
806,Nothing But Trouble (1991),Adventure|Comedy
1230,"Butcher's Wife, The (1991)",Comedy|Romance
2577,Mortal Thoughts (1991),Mystery|Thriller
50,"Few Good Men, A (1992)",Crime|Drama
1142,Indecent Proposal (1993),Drama
2173,Permanent Midnight (1998),Drama
1525,One True Thing (1998),Drama
1149,Rush Hour (1998),Action|Thriller
2702,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2256,"Soldier's Daughter Never Cries, A (1998)",Drama
317,Ronin (1998),Action|Crime|Thriller
2547,Urban Legend (1998),Horror|Thriller
1783,Clay Pigeons (1998),Crime
3313,Monument Ave. (1998),Crime
559,Pecker (1998),Comedy|Drama
3143,"Sheltering Sky, The (1990)",Drama
2281,Bandit Queen (1994),Drama
2143,If.... (1968),Drama
2736,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
665,Them! (1954),Sci-Fi|Thriller|War
666,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
172,"Player, The (1992)",Comedy|Drama
2922,Stardust Memories (1980),Comedy|Drama
176,Edward Scissorhands (1990),Drama|Romance
3364,Overnight Delivery (1996),Romance
2620,Shadrach (1998),Drama
22,Antz (1998),Animation|Children's
2074,"Impostors, The (1998)",Comedy
2612,"Night at the Roxbury, A (1998)",Comedy
1216,What Dreams May Come (1998),Drama|Romance
3255,"Battle of the Sexes, The (1959)",Comedy
391,"Producers, The (1968)",Comedy|Musical
861,History of the World: Part I (1981),Comedy
328,My Cousin Vinny (1992),Comedy
1087,Nashville (1975),Drama|Musical
3273,Love Is the Devil (1998),Drama
2271,Slam (1998),Drama
2741,Holy Man (1998),Comedy
2357,One Tough Cop (1998),Action|Drama
3501,"Inheritors, The (Die Siebtelbauern) (1998)",Drama
1564,"Mighty, The (1998)",Drama
644,2010 (1984),Mystery|Sci-Fi
411,Children of a Lesser God (1986),Drama
1020,"Elephant Man, The (1980)",Drama
1729,Beloved (1998),Drama
2602,Bride of Chucky (1998),Horror|Thriller
413,Practical Magic (1998),Drama|Romance
3191,"Alarmist, The (1997)",Comedy
195,Happiness (1998),Comedy
2253,Apt Pupil (1998),Drama|Thriller
429,Pleasantville (1998),Comedy
1336,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War
210,"Cruise, The (1998)",Documentary
338,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama
2455,Orgazmo (1997),Comedy
3439,Shattered Image (1998),Drama|Thriller
1834,Tales from the Darkside: The Movie (1990),Horror
1806,Vampires (1998),Horror
307,American History X (1998),Drama
2091,Hands on a Hard Body (1996),Documentary
1522,Living Out Loud (1998),Comedy|Romance
3321,Belly (1998),Crime|Drama
149,Gods and Monsters (1998),Drama
1140,"Siege, The (1998)",Action|Thriller
1980,"Waterboy, The (1998)",Comedy
443,Elizabeth (1998),Drama
151,Velvet Goldmine (1998),Drama
1248,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2611,I'll Be Home For Christmas (1998),Comedy|Romance
910,Meet Joe Black (1998),Romance
1524,Dancing at Lughnasa (1998),Drama
3123,Hard Core Logo (1996),Comedy
1281,Runaway Train (1985),Action|Adventure|Drama|Thriller
2381,Desert Bloom (1986),Drama
1835,"Stepford Wives, The (1975)",Sci-Fi|Thriller
2454,"Pope of Greenwich Village, The (1984)",Action
810,Sid and Nancy (1986),Drama
1345,Mona Lisa (1986),Comedy|Thriller
3150,Heart Condition (1990),Comedy
2142,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama
871,"Big Chill, The (1983)",Comedy|Drama
81,Enemy of the State (1998),Action|Thriller
1623,"Rugrats Movie, The (1998)",Animation|Children's|Comedy
2,"Bug's Life, A (1998)",Animation|Children's|Comedy
1932,Celebrity (1998),Comedy
1607,Central Station (Central do Brasil) (1998),Drama
3412,Savior (1998),Drama
1457,Waking Ned Devine (1998),Comedy
1952,"Celebration, The (Festen) (1998)",Drama
1933,Pink Flamingos (1972),Comedy
3004,Glen or Glenda (1953),Drama
1352,Godzilla (Gojira) (1954),Action|Sci-Fi
1471,Godzilla (Gojira) (1984),Action|Sci-Fi
1472,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
143,King Kong (1933),Action|Adventure|Horror
1985,King Kong (1976),Action|Adventure|Horror
3405,King Kong Lives (1986),Action|Adventure|Horror
625,Desperately Seeking Susan (1985),Comedy|Romance
578,"Emerald Forest, The (1985)",Action|Adventure|Drama
493,Fletch (1985),Comedy
2123,Fletch Lives (1989),Comedy
2466,Red Sonja (1985),Action|Adventure
2385,Gung Ho (1986),Comedy|Drama
497,"Money Pit, The (1986)",Comedy
776,"View to a Kill, A (1985)",Action
674,Lifeforce (1985),Horror|Sci-Fi
1965,Police Academy (1984),Comedy
2734,Police Academy 2: Their First Assignment (1985),Comedy
2398,Police Academy 3: Back in Training (1986),Comedy
2788,Police Academy 4: Citizens on Patrol (1987),Comedy
2789,Police Academy 5: Assignment: Miami Beach (1988),Comedy
3025,Police Academy 6: City Under Siege (1989),Comedy
1662,Babe: Pig in the City (1998),Children's|Comedy
1106,Home Fries (1998),Comedy|Romance
3410,Jerry Springer: Ringmaster (1998),Drama
1881,Very Bad Things (1998),Comedy|Crime
2504,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
611,Psycho (1998),Crime|Horror|Thriller
203,Little Voice (1998),Comedy
820,"Simple Plan, A (1998)",Crime|Thriller
1633,Jack Frost (1998),Comedy|Drama
520,Star Trek: Insurrection (1998),Action|Sci-Fi
616,"Prince of Egypt, The (1998)",Animation|Musical
206,Rushmore (1998),Comedy
89,Shakespeare in Love (1998),Comedy|Romance
2910,Mass Appeal (1984),Drama
9,Miracle on 34th Street (1947),Drama
522,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy
3136,Prancer (1989),Children's|Drama
1807,Pale Rider (1985),Western
1750,Rambo: First Blood Part II (1985),Action|War
960,First Blood (1982),Action
1751,Rambo III (1988),Action|War
441,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
221,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
442,Cocoon (1985),Comedy|Sci-Fi
2181,Cocoon: The Return (1988),Comedy|Sci-Fi
906,Rocky II (1979),Action|Drama
1982,Rocky III (1982),Action|Drama
909,Rocky IV (1985),Action|Drama
1752,Rocky V (1990),Action|Drama
1056,Clue (1985),Comedy|Mystery
731,Young Sherlock Holmes (1985),Action|Adventure|Mystery
2905,Violets Are Blue... (1986),Drama|Romance
1057,Back to School (1986),Comedy
2943,Heartburn (1986),Comedy|Drama
1148,Nothing in Common (1986),Comedy
2197,Extremities (1986),Drama|Thriller
1845,"Karate Kid, The (1984)",Drama
1570,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2927,"Karate Kid III, The (1989)",Action|Adventure|Drama
454,Christmas Vacation (1989),Comedy
455,You've Got Mail (1998),Comedy|Romance
2279,"General, The (1998)",Crime
1235,"Theory of Flight, The (1998)",Comedy|Drama|Romance
171,"Thin Red Line, The (1998)",Action|Drama|War
2199,"Faculty, The (1998)",Horror|Sci-Fi
1624,Mighty Joe Young (1998),Adventure|Children's|Drama
1186,Mighty Joe Young (1949),Adventure|Children's|Drama
471,Patch Adams (1998),Comedy|Drama
1064,Stepmom (1998),Drama
609,"Civil Action, A (1998)",Drama
2218,Down in the Delta (1998),Drama
2444,Hurlyburly (1998),Drama
474,Tea with Mussolini (1999),Comedy
2219,Wilde (1997),Drama
3517,Outside Ozona (1998),Drama|Thriller
1585,Affliction (1997),Drama
3181,Another Day in Paradise (1998),Drama
3187,"Hi-Lo Country, The (1998)",Drama|Western
286,Hilary and Jackie (1998),Drama
1238,Playing by Heart (1998),Drama|Romance
3318,24 7: Twenty Four Seven (1997),Comedy|Drama
2968,At First Sight (1999),Drama
2762,In Dreams (1999),Thriller
921,Varsity Blues (1999),Comedy|Drama
2733,Virus (1999),Horror|Sci-Fi
3210,"Garbage Pail Kids Movie, The (1987)",Adventure|Children's
1360,Howard the Duck (1986),Adventure|Children's|Sci-Fi
1809,"Gate, The (1987)",Horror
3460,"Gate II: Trespassers, The (1990)",Horror
507,"Boy Who Could Fly, The (1986)",Drama|Fantasy
779,"Fly, The (1958)",Horror|Sci-Fi
680,"Fly, The (1986)",Horror|Sci-Fi
2451,"Fly II, The (1989)",Horror|Sci-Fi
1659,Running Scared (1986),Action|Comedy
2467,Armed and Dangerous (1986),Comedy|Crime
1362,"Texas Chainsaw Massacre, The (1974)",Horror
2652,"Texas Chainsaw Massacre 2, The (1986)",Horror
2857,Leatherface: Texas Chainsaw Massacre III (1990),Horror
2486,"Return of the Texas Chainsaw Massacre, The (1994)",Horror
1474,Ruthless People (1986),Comedy
3297,Trick or Treat (1986),Horror
2653,Deadly Friend (1986),Horror
3309,Belizaire the Cajun (1986),Drama
1039,"Name of the Rose, The (1986)",Mystery
1241,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
928,Peggy Sue Got Married (1986),Comedy|Romance
130,Crocodile Dundee (1986),Adventure|Comedy
1191,Crocodile Dundee II (1988),Adventure|Comedy
1531,Tough Guys (1986),Comedy
1242,Soul Man (1986),Comedy
2125,"Color of Money, The (1986)",Drama
2195,52 Pick-Up (1986),Action|Mystery|Thriller
1723,Heartbreak Ridge (1986),Action|War
3336,Firewalker (1986),Adventure
1071,Three Amigos! (1986),Comedy|Western
2971,Gloria (1999),Drama|Thriller
3498,Dry Cleaning (Nettoyage à sec) (1997),Drama
2723,My Name Is Joe (1998),Drama|Romance
2051,Still Crazy (1998),Comedy|Romance
2293,"Day of the Beast, The (El Día de la bestia) (1995)",Comedy|Horror|Thriller
1048,She's All That (1999),Comedy|Romance
3251,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2151,Peeping Tom (1960),Drama|Horror|Thriller
588,Payback (1999),Action|Thriller
2785,Simply Irresistible (1999),Comedy|Romance
2698,20 Dates (1998),Comedy
2229,"Harmonists, The (1997)",Drama
1990,"Last Days, The (1998)",Documentary
2717,"Fantastic Planet, The (La Planète sauvage) (1973)",Animation|Sci-Fi
352,Blast from the Past (1999),Comedy|Romance
353,Message in a Bottle (1999),Romance
355,My Favorite Martian (1999),Comedy|Sci-Fi
1664,God Said 'Ha!' (1998),Comedy
2963,Jawbreaker (1999),Comedy
97,October Sky (1999),Drama
772,Office Space (1999),Comedy|Romance
3093,"Apple, The (Sib) (1998)",Drama
2174,200 Cigarettes (1999),Comedy|Drama
2283,8MM (1999),Thriller
1178,"Other Sister, The (1999)",Comedy|Drama|Romance
2668,Breakfast of Champions (1999),Comedy
3196,Eight Days a Week (1997),Comedy
3344,Just the Ticket (1999),Comedy|Romance
2781,"Long Goodbye, The (1973)",Crime
2145,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama
2284,Pet Sematary (1989),Horror
3220,Pet Sematary II (1992),Horror
3020,Children of the Corn II: The Final Sacrifice (1993),Horror
2631,Children of the Corn III (1994),Horror
1355,Christine (1983),Horror
2048,Night Shift (1982),Comedy
1808,House on Haunted Hill (1958),Horror
1205,Airport (1970),Drama
3005,Airport 1975 (1974),Drama
3046,Airport '77 (1977),Drama
2820,Rollercoaster (1977),Drama|Thriller
1753,"Towering Inferno, The (1974)",Action|Drama
3198,Alligator (1980),Action|Horror|Sci-Fi
3203,Meteor (1979),Sci-Fi
679,Westworld (1973),Action|Sci-Fi|Thriller|Western
847,Logan's Run (1976),Action|Adventure|Sci-Fi
508,Planet of the Apes (1968),Action|Sci-Fi
1206,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1811,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1812,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
1207,Escape from the Planet of the Apes (1971),Action|Sci-Fi
3007,Earthquake (1974),Action
3047,"Concorde: Airport '79, The (1979)",Drama
3284,Beyond the Poseidon Adventure (1979),Adventure
2988,Dancemaker (1998),Documentary
566,Analyze This (1999),Comedy
1168,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
884,Cruel Intentions (1999),Drama
685,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
3527,Six Ways to Sunday (1997),Comedy
973,"School of Flesh, The (L' École de la chair) (1998)",Drama
3063,Relax... It's Just Sex (1998),Comedy
1919,"Deep End of the Ocean, The (1999)",Drama
2641,"Rage: Carrie 2, The (1999)",Horror
1766,Wing Commander (1999),Action|Sci-Fi
950,"Haunting, The (1963)",Horror|Thriller
2622,Dead Ringers (1988),Drama|Thriller
3026,My Boyfriend's Back (1993),Comedy
628,Village of the Damned (1960),Horror|Sci-Fi|Thriller
997,Children of the Damned (1963),Horror|Sci-Fi|Thriller
1635,Baby Geniuses (1999),Comedy
3095,I Stand Alone (Seul contre tous) (1998),Drama
2069,Forces of Nature (1999),Comedy|Romance
1636,"King and I, The (1999)",Animation|Children's
165,Ravenous (1999),Drama|Horror
1871,True Crime (1999),Crime|Thriller
3138,Bandits (1997),Drama
1002,"King and I, The (1956)",Musical
3111,Doug's 1st Movie (1999),Animation|Children's
590,EDtv (1999),Comedy
2683,"Mod Squad, The (1999)",Action|Crime
3371,Among Giants (1998),Drama|Romance
1968,"Walk on the Moon, A (1999)",Drama|Romance
88,"Matrix, The (1999)",Action|Sci-Fi|Thriller
621,10 Things I Hate About You (1999),Comedy|Romance
698,Tango (1998),Drama
2078,"Out-of-Towners, The (1999)",Comedy
1080,"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",Drama
2897,Metroland (1997),Comedy|Drama
3242,"Sticky Fingers of Time, The (1997)",Sci-Fi
2296,Following (1998),Drama
180,Go (1999),Crime
623,Never Been Kissed (1999),Comedy|Romance
1705,Twin Dragons (Shuang long hui) (1992),Action|Comedy
1501,Cookie's Fortune (1999),Mystery
2298,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2766,"Goodbye, Lover (1999)",Comedy|Crime|Thriller
2300,Life (1999),Comedy
2928,Friends & Lovers (1999),Comedy|Drama|Romance
2177,Hideous Kinky (1998),Drama
2903,"Monster, The (Il Mostro) (1994)",Comedy
2021,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi
1565,SLC Punk! (1998),Comedy|Drama
2337,Lost & Found (1999),Comedy|Romance
1390,Pushing Tin (1999),Comedy
186,Election (1999),Comedy
848,eXistenZ (1999),Action|Sci-Fi|Thriller
2287,Mighty Peking Man (Hsing hsing wang) (1977),Adventure|Sci-Fi
1164,Entrapment (1999),Crime|Thriller
1720,Idle Hands (1999),Comedy|Horror
2288,Get Real (1998),Drama
2289,"King of Masks, The (Bian Lian) (1996)",Drama
2225,Three Seasons (1999),Drama
2015,"Winslow Boy, The (1998)",Drama
1043,Mildred Pierce (1945),Drama
1366,Night of the Comet (1984),Action|Horror|Sci-Fi
2487,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
1813,My Science Project (1985),Adventure|Sci-Fi
745,Dick Tracy (1990),Action|Crime
530,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
2663,"Castle, The (1997)",Comedy
2583,This Is My Father (1998),Drama|Romance
2017,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
339,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy
3445,Trippin' (1999),Comedy
2291,After Life (1998),Drama
2292,Black Mask (Hak hap) (1996),Action
2258,Edge of Seventeen (1998),Comedy|Drama|Romance
2855,Endurance (1998),Documentary|Drama
692,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
1688,"Love Letter, The (1999)",Comedy|Romance
2294,Besieged (L' Assedio) (1998),Drama
3183,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama
1001,"Mummy, The (1932)",Horror|Romance
1814,"Mummy, The (1959)",Horror
1815,"Mummy's Curse, The (1944)",Horror
3444,"Mummy's Ghost, The (1944)",Horror
2994,"Mummy's Hand, The (1940)",Horror
751,"Mummy's Tomb, The (1942)",Horror
1374,Mommie Dearest (1981),Drama
367,Superman (1978),Action|Adventure|Sci-Fi
782,Superman II (1980),Action|Adventure|Sci-Fi
1756,Superman III (1983),Action|Adventure|Sci-Fi
2814,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
754,Dracula (1931),Horror
1816,Dracula (1958),Horror
1005,House of Dracula (1945),Horror
1006,House of Frankenstein (1944),Horror
757,Frankenstein (1931),Horror
1007,Son of Frankenstein (1939),Horror
1014,"Ghost of Frankenstein, The (1942)",Horror
2489,Frankenstein Meets the Wolf Man (1943),Horror
1817,"Curse of Frankenstein, The (1957)",Horror
3068,Son of Dracula (1943),Horror
2297,"Wolf Man, The (1941)",Horror
2490,Howling II: Your Sister Is a Werewolf (1985),Horror
2108,Tarantula (1955),Horror|Sci-Fi
379,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
3317,"Flying Saucer, The (1950)",Sci-Fi
2155,It Came from Hollywood (1982),Comedy|Documentary
641,"Thing From Another World, The (1951)",Sci-Fi
642,It Came from Outer Space (1953),Sci-Fi
389,"War of the Worlds, The (1953)",Action|Sci-Fi|War
2685,It Came from Beneath the Sea (1955),Sci-Fi
643,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
1819,Earth Vs. the Flying Saucers (1956),Sci-Fi
2109,It Conquered the World (1956),Sci-Fi
2737,"Mole People, The (1956)",Sci-Fi
1478,Swamp Thing (1982),Horror|Sci-Fi
1995,Pork Chop Hill (1959),War
1493,"Run Silent, Run Deep (1958)",War
863,Notting Hill (1999),Comedy|Romance
1790,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
2565,Eternity and a Day (Mia eoniotita ke mia mera ) (1998),Drama
2882,"Loss of Sexual Innocence, The (1999)",Drama
2947,Twice Upon a Yesterday (1998),Comedy|Drama|Romance
881,Instinct (1999),Drama|Thriller
1175,Buena Vista Social Club (1999),Documentary
2235,Desert Blue (1999),Drama
3335,Finding North (1999),Drama|Romance
1200,Free Enterprise (1998),Comedy|Romance|Sci-Fi
1095,Limbo (1999),Drama
553,Austin Powers: The Spy Who Shagged Me (1999),Comedy
2389,"Red Dwarf, The (Le Nain rouge) (1998)",Comedy|Drama
304,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
762,Tarzan (1999),Animation|Children's
1855,"General's Daughter, The (1999)",Drama|Thriller
2236,Get Bruce (1999),Documentary
1584,"Ideal Husband, An (1999)",Comedy
2984,"Legend of 1900, The (Leggenda del pianista sull'oceano) (1998)",Drama
35,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
436,Trekkies (1997),Documentary
599,Big Daddy (1999),Comedy
3522,"Boys, The (1997)",Drama
1904,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy
1905,My Son the Fanatic (1998),Comedy|Drama|Romance
311,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
162,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1695,Wild Wild West (1999),Action|Sci-Fi|Western
1118,Summer of Sam (1999),Drama
2885,"Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991)",Drama|Romance
3096,"Late August, Early September (Fin août, début septembre) (1998)",Drama
586,American Pie (1999),Comedy
